RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
201,201,2017-01-27 02:37:50.4332839,7045,Info,Service Control Manager,System,716,3024,DESKTOP-KLOQJ0V,1,S-1-5-18,A new service was installed in the system,,,Name: Bluetooth Enumerator Service,StartType: demand start,"Account: ",,,,\SystemRoot\system32\DRIVERS\BthEnum.sys,False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Bluetooth Enumerator Service""},{""@Name"":""ImagePath"",""#text"":""\\SystemRoot\\system32\\DRIVERS\\BthEnum.sys""},{""@Name"":""ServiceType"",""#text"":""kernel mode driver""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName""}]}}"
204,204,2017-01-27 02:37:50.6365629,7045,Info,Service Control Manager,System,716,3024,DESKTOP-KLOQJ0V,1,S-1-5-18,A new service was installed in the system,,,Name: Bluetooth Low Energy Driver,StartType: demand start,"Account: ",,,,\SystemRoot\system32\DRIVERS\BthLEEnum.sys,False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Bluetooth Low Energy Driver""},{""@Name"":""ImagePath"",""#text"":""\\SystemRoot\\system32\\DRIVERS\\BthLEEnum.sys""},{""@Name"":""ServiceType"",""#text"":""kernel mode driver""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName""}]}}"
207,207,2017-01-27 02:37:50.8864603,7045,Info,Service Control Manager,System,716,3024,DESKTOP-KLOQJ0V,1,S-1-5-18,A new service was installed in the system,,,Name: Bluetooth Device (RFCOMM Protocol TDI),StartType: demand start,"Account: ",,,,\SystemRoot\System32\drivers\rfcomm.sys,False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Bluetooth Device (RFCOMM Protocol TDI)""},{""@Name"":""ImagePath"",""#text"":""\\SystemRoot\\System32\\drivers\\rfcomm.sys""},{""@Name"":""ServiceType"",""#text"":""kernel mode driver""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName""}]}}"
209,209,2017-01-27 02:37:51.0270970,7045,Info,Service Control Manager,System,716,1452,DESKTOP-KLOQJ0V,1,S-1-5-18,A new service was installed in the system,,,Name: Bluetooth Device (Personal Area Network),StartType: demand start,"Account: ",,,,\SystemRoot\System32\drivers\bthpan.sys,False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Bluetooth Device (Personal Area Network)""},{""@Name"":""ImagePath"",""#text"":""\\SystemRoot\\System32\\drivers\\bthpan.sys""},{""@Name"":""ServiceType"",""#text"":""kernel mode driver""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName""}]}}"
272,272,2017-01-27 02:48:00.5243124,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Wireless PAN DHCP Server,StartType: demand start,Account: LocalSystem,,,,"""C:\Program Files\Intel\WiFi\bin\PanDhcpDns.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Wireless PAN DHCP Server""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files\\Intel\\WiFi\\bin\\PanDhcpDns.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
273,273,2017-01-27 02:48:00.5555697,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: HP Software Framework Service,StartType: demand start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Hewlett-Packard\Shared\hpqwmiex.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""HP Software Framework Service""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Hewlett-Packard\\Shared\\hpqwmiex.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
274,274,2017-01-27 02:48:00.5711928,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Broadcom Management Agent,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files\Broadcom\MgmtAgent\BrcmMgmtAgent.exe"" -service",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Broadcom Management Agent""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files\\Broadcom\\MgmtAgent\\BrcmMgmtAgent.exe\"" -service""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
275,275,2017-01-27 02:48:00.5711928,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) Rapid Storage Technology,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files\Intel\Intel(R) Rapid Storage Technology\IAStorDataMgrSvc.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) Rapid Storage Technology""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files\\Intel\\Intel(R) Rapid Storage Technology\\IAStorDataMgrSvc.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
276,276,2017-01-27 02:48:00.5868191,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) PROSet/Wireless Registry Service,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files\Common Files\Intel\WirelessCommon\RegSrvc.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) PROSet/Wireless Registry Service""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files\\Common Files\\Intel\\WirelessCommon\\RegSrvc.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
277,277,2017-01-27 02:48:00.5868191,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) Management and Security Application Local Management Service,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) Management and Security Application Local Management Service""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Intel\\Intel(R) Management Engine Components\\LMS\\LMS.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
278,278,2017-01-27 02:48:00.5868191,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) Security Assist Helper,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Intel\Intel(R) Security Assist\isaHelperService.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) Security Assist Helper""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Intel\\Intel(R) Security Assist\\isaHelperService.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
279,279,2017-01-27 02:48:00.5868191,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: HP Hotkey Service,StartType: auto start,Account: LocalSystem,,,,C:\Program Files (x86)\HP\HP Hotkey Support\HotkeyService.exe,False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""HP Hotkey Service""},{""@Name"":""ImagePath"",""#text"":""C:\\Program Files (x86)\\HP\\HP Hotkey Support\\HotkeyService.exe""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
280,280,2017-01-27 02:48:00.5868191,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Thunderbolt(TM) Service,StartType: demand start,Account: LocalSystem,,,,"""c:\Program Files (x86)\Intel\Thunderbolt Software\tbtsvc.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Thunderbolt(TM) Service""},{""@Name"":""ImagePath"",""#text"":""\""c:\\Program Files (x86)\\Intel\\Thunderbolt Software\\tbtsvc.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
281,281,2017-01-27 02:48:00.5868191,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: CxMonSvc,StartType: auto start,Account: LocalSystem,,,,"""C:\windows\CxSvc\CxMonSvc.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""CxMonSvc""},{""@Name"":""ImagePath"",""#text"":""\""C:\\windows\\CxSvc\\CxMonSvc.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
282,282,2017-01-27 02:48:00.5868191,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) PROSet/Wireless Zero Configuration Service,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files\Intel\WiFi\bin\ZeroConfigService.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) PROSet/Wireless Zero Configuration Service""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files\\Intel\\WiFi\\bin\\ZeroConfigService.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
283,283,2017-01-27 02:48:00.6024446,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) Dynamic Application Loader Host Interface Service,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL\jhi_service.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) Dynamic Application Loader Host Interface Service""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Intel\\Intel(R) Management Engine Components\\DAL\\jhi_service.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
284,284,2017-01-27 02:48:00.6024446,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) PROSet/Wireless Event Log,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files\Intel\WiFi\bin\EvtEng.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) PROSet/Wireless Event Log""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files\\Intel\\WiFi\\bin\\EvtEng.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
285,285,2017-01-27 02:48:00.6181542,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Google Update Service (gupdate),StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Google Update Service (gupdate)""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Google\\Update\\GoogleUpdate.exe\"" /svc""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
286,286,2017-01-27 02:48:00.6181542,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Google Update Service (gupdatem),StartType: demand start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Google Update Service (gupdatem)""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Google\\Update\\GoogleUpdate.exe\"" /medsvc""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
287,287,2017-01-27 02:48:00.6181542,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Bonjour Service,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files\Bonjour\mDNSResponder.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Bonjour Service""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files\\Bonjour\\mDNSResponder.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
288,288,2017-01-27 02:48:00.6336979,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) WiDi Software Asset Manager,StartType: demand start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Intel Corporation\Intel WiDi\Intel(R) Software Asset Manager\bin\IntelSoftwareAssetManagerService.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) WiDi Software Asset Manager""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Intel Corporation\\Intel WiDi\\Intel(R) Software Asset Manager\\bin\\IntelSoftwareAssetManagerService.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
289,289,2017-01-27 02:48:00.6336979,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Skype Updater,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Skype\Updater\Updater.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Skype Updater""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Skype\\Updater\\Updater.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
290,290,2017-01-27 02:48:00.6336979,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: Intel(R) Security Assist,StartType: demand start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Intel\Intel(R) Security Assist\isa.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""Intel(R) Security Assist""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Intel\\Intel(R) Security Assist\\isa.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""demand start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
291,291,2017-01-27 02:48:00.6336979,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: CxUtilSvc,StartType: auto start,Account: LocalSystem,,,,"""C:\windows\CxSvc\CxUtilSvc.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""CxUtilSvc""},{""@Name"":""ImagePath"",""#text"":""\""C:\\windows\\CxSvc\\CxUtilSvc.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
292,292,2017-01-27 02:48:00.6336979,7045,Info,Service Control Manager,System,716,2716,DESKTOP-KLOQJ0V,2,S-1-5-18,A new service was installed in the system,,,Name: HP Support Solutions Framework Service,StartType: auto start,Account: LocalSystem,,,,"""C:\Program Files (x86)\Hewlett-Packard\HP Support Solutions\HPSupportSolutionsFrameworkService.exe""",False,exports/hd1/evtx/Logs/System.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""ServiceName"",""#text"":""HP Support Solutions Framework Service""},{""@Name"":""ImagePath"",""#text"":""\""C:\\Program Files (x86)\\Hewlett-Packard\\HP Support Solutions\\HPSupportSolutionsFrameworkService.exe\""""},{""@Name"":""ServiceType"",""#text"":""user mode service""},{""@Name"":""StartType"",""#text"":""auto start""},{""@Name"":""AccountName"",""#text"":""LocalSystem""}]}}"
